CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_01226,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.65,3514.45,1
CUST_01227,Male,0,Yes,No,41,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,28.11,1115.1,1
CUST_01228,Female,0,Yes,Yes,37,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.96,4207.44,1
CUST_01229,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,100.33,303.23,1
CUST_01230,Male,1,No,No,55,Yes,No phone service,No,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,38.0,2072.47,1
CUST_01231,Female,0,No,No,3,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,79.78,216.66,1
CUST_01232,Female,0,Yes,No,19,No,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,33.2,678.34,1
CUST_01233,Female,0,Yes,No,29,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,113.62,3311.27,1
CUST_01234,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.95,3968.54,1
CUST_01235,Female,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,51.78,1532.76,0
CUST_01236,Male,0,Yes,No,58,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.04,5118.29,1
CUST_01237,Male,0,No,Yes,67,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,20.25,1319.62,0
CUST_01238,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),48.79,2628.44,1
CUST_01239,Male,0,No,Yes,3,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,43.42,184.15,1
CUST_01240,Male,0,Yes,Yes,55,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.62,3011.38,1
CUST_01241,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,28.53,430.72,1
CUST_01242,Female,0,No,No,64,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,116.8,7538.36,1
CUST_01243,Female,0,No,No,70,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.79,4638.05,0
CUST_01244,Male,1,Yes,Yes,6,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.64,545.52,1
CUST_01245,Female,1,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.95,144.2,1
CUST_01246,Female,0,Yes,No,50,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),104.48,5205.42,1
CUST_01247,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Electronic check,85.3,942.4,1
CUST_01248,Male,0,Yes,No,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.88,6112.43,1
CUST_01249,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),100.63,3954.08,1
CUST_01250,Female,0,No,Yes,41,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),72.61,2887.35,0
CUST_01251,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,83.4,5268.82,1
CUST_01252,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.98,1745.31,1
CUST_01253,Male,1,No,Yes,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),32.51,1343.37,1
CUST_01254,Female,1,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,25.57,1834.58,0
CUST_01255,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),118.27,236.73,1
CUST_01256,Male,0,Yes,No,13,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,108.15,1397.65,1
CUST_01257,Male,1,No,No,11,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,71.4,746.47,1
CUST_01258,Female,1,No,No,24,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Credit card (automatic),98.08,2308.84,1
CUST_01259,Female,0,No,No,10,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.19,1076.08,1
CUST_01260,Female,0,Yes,No,13,Yes,No,No,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,66.69,818.38,1
CUST_01261,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),29.8,1875.48,1
CUST_01262,Female,0,No,No,33,Yes,Yes,No,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,68.06,2249.37,1
CUST_01263,Male,0,Yes,Yes,26,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.14,1506.89,1
CUST_01264,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,22.31,654.05,1
CUST_01265,Male,0,Yes,No,69,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,115.9,7976.43,1
CUST_01266,Male,1,Yes,No,35,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,91.58,3225.98,1
CUST_01267,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,98.58,3342.65,1
CUST_01268,Male,0,Yes,No,66,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),79.68,5292.94,0
CUST_01269,Female,0,No,No,3,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),46.92,191.1,1
CUST_01270,Male,0,Yes,Yes,34,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.47,2706.45,1
CUST_01271,Male,0,No,Yes,54,Yes,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.03,4801.37,1
CUST_01272,Male,0,No,No,37,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),79.73,2978.63,1
CUST_01273,Female,0,No,No,62,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,32.71,2008.8,0
CUST_01274,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,101.36,6425.58,1
CUST_01275,Female,1,No,Yes,24,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,49.76,1218.66,1
CUST_01276,Female,0,No,Yes,59,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),59.67,3498.91,1
CUST_01277,Female,1,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.07,1334.08,1
CUST_01278,Female,1,Yes,No,18,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),117.76,2116.47,0
CUST_01279,Male,1,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),51.25,3626.4,1
CUST_01280,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),24.19,28.28,1
CUST_01281,Female,0,Yes,Yes,26,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.25,3048.3,1
CUST_01282,Female,0,No,Yes,45,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),115.75,5203.18,1
CUST_01283,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.83,1182.53,1
CUST_01284,Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,102.9,6133.26,1
CUST_01285,Male,1,No,No,18,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),111.96,2043.11,1
CUST_01286,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,21.3,816.39,1
CUST_01287,Female,0,No,No,9,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,95.47,861.6,1
CUST_01288,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,37.99,555.54,1
CUST_01289,Male,0,No,Yes,13,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),102.72,1362.18,1
CUST_01290,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,22.09,1158.8,1
CUST_01291,Male,0,Yes,No,15,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,89.12,1301.58,1
CUST_01292,Female,0,Yes,No,48,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.68,4915.27,1
CUST_01293,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),23.56,560.09,1
CUST_01294,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,95.71,3929.52,1
CUST_01295,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,31.88,2053.02,1
CUST_01296,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),27.91,1704.87,1
CUST_01297,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),112.07,108.45,1
CUST_01298,Female,0,No,Yes,56,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),112.3,6273.71,1
CUST_01299,Female,0,Yes,Yes,68,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.11,6404.08,1
CUST_01300,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,109.02,5230.56,1
CUST_01301,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.67,335.59,1
CUST_01302,Male,0,Yes,No,48,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.17,3394.43,1
CUST_01303,Female,0,No,Yes,46,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.16,4973.96,1
CUST_01304,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),109.28,5301.6,1
CUST_01305,Female,0,No,No,31,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,56.7,1766.68,1
CUST_01306,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.46,1965.82,1
CUST_01307,Male,0,No,Yes,47,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,90.0,4228.56,1
CUST_01308,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.02,854.29,1
CUST_01309,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.05,5454.78,1
CUST_01310,Female,0,Yes,No,51,Yes,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.97,2289.86,0
CUST_01311,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.16,1635.92,1
CUST_01312,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,39.26,1731.34,1
CUST_01313,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,93.44,5047.36,1
CUST_01314,Female,0,Yes,No,35,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),115.65,4035.35,0
CUST_01315,Female,0,No,Yes,51,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),74.08,3768.94,1
CUST_01316,Male,0,Yes,No,9,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,No,Credit card (automatic),115.07,1066.77,1
CUST_01317,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),60.21,1660.31,1
CUST_01318,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.64,2465.59,1
CUST_01319,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),103.86,6697.47,1
CUST_01320,Male,1,Yes,No,46,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,23.79,1073.63,1
CUST_01321,Male,0,Yes,No,48,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.12,2352.04,0
CUST_01322,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Electronic check,89.05,2262.94,1
CUST_01323,Female,0,Yes,Yes,50,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),38.89,1974.92,0
CUST_01324,Female,1,Yes,No,26,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,109.05,2813.04,1
CUST_01325,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,68.22,268.7,1
CUST_01326,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,44.59,798.39,1
CUST_01327,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,57.13,2586.89,1
CUST_01328,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,48.37,3337.18,1
CUST_01329,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),90.09,3236.82,1
CUST_01330,Male,1,No,No,62,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.99,1881.2,1
CUST_01331,Male,0,Yes,Yes,56,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),105.37,5866.71,1
CUST_01332,Female,1,No,No,40,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.88,1371.25,1
CUST_01333,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.25,2811.15,1
CUST_01334,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,82.67,2347.59,1
CUST_01335,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),55.42,1750.13,1
CUST_01336,Female,0,Yes,No,53,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.01,3698.4,1
CUST_01337,Female,0,No,Yes,46,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,76.91,3586.93,1
CUST_01338,Male,0,Yes,No,38,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,45.9,1747.92,1
CUST_01339,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.46,2288.12,1
CUST_01340,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.94,7937.65,1
CUST_01341,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,20.25,141.9,1
CUST_01342,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),79.62,371.09,1
CUST_01343,Male,0,Yes,No,35,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.02,1823.04,1
CUST_01344,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,106.21,301.86,1
CUST_01345,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),29.66,760.83,0
CUST_01346,Female,1,No,No,41,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),26.06,1094.18,1
CUST_01347,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.49,1784.67,1
CUST_01348,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,87.37,1333.79,1
CUST_01349,Female,1,No,No,21,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,467.39,1
CUST_01350,Female,1,No,No,43,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.12,4323.92,1
CUST_01351,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),53.65,3680.12,0
CUST_01352,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,112.03,6257.8,1
CUST_01353,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.58,4224.77,1
CUST_01354,Female,0,No,No,10,Yes,No,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,96.38,947.6,1
CUST_01355,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),93.7,1667.21,1
CUST_01356,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.08,2571.0,1
CUST_01357,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.45,1819.43,1
CUST_01358,Male,0,Yes,Yes,49,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.81,1859.44,1
CUST_01359,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.71,2714.76,1
CUST_01360,Male,0,No,No,60,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,76.52,4572.82,1
CUST_01361,Male,1,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.2,1894.43,1
CUST_01362,Male,0,No,No,36,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,69.38,2507.41,1
CUST_01363,Male,0,No,No,51,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.1,4219.03,1
CUST_01364,Male,0,No,No,15,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,No,Electronic check,54.16,774.4,1
CUST_01365,Female,0,Yes,No,55,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,62.44,3423.79,1
CUST_01366,Male,0,No,No,42,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,56.48,2344.74,1
CUST_01367,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,94.06,4302.79,1
CUST_01368,Male,1,No,No,33,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,40.05,1374.94,1
CUST_01369,Female,1,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.05,7578.7,1
CUST_01370,Female,1,Yes,No,55,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.93,5651.86,1
CUST_01371,Female,1,No,Yes,14,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),106.17,1542.3,1
CUST_01372,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,111.4,4445.66,1
CUST_01373,Male,0,Yes,Yes,65,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,63.6,4090.95,0
CUST_01374,Male,1,No,Yes,20,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,109.19,2137.37,1
CUST_01375,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.41,2509.19,1
CUST_01376,Female,0,Yes,Yes,54,Yes,No,No,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,30.16,1571.16,0
CUST_01377,Female,0,Yes,No,20,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.96,458.16,1
CUST_01378,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),26.36,961.98,1
CUST_01379,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,38.8,1591.62,1
CUST_01380,Female,0,No,No,13,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,One year,No,Electronic check,55.98,772.95,1
CUST_01381,Female,0,Yes,No,13,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.93,1556.18,1
CUST_01382,Male,0,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),44.12,1764.66,1
CUST_01383,Male,1,Yes,No,13,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,1426.94,1
CUST_01384,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,101.04,6884.31,1
CUST_01385,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),106.11,4094.55,1
CUST_01386,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),98.48,5027.43,1
CUST_01387,Female,0,Yes,No,29,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,117.31,3385.82,1
CUST_01388,Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,31.98,698.04,1
CUST_01389,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Mailed check,67.9,2367.17,1
CUST_01390,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),54.28,2787.49,1
CUST_01391,Male,0,No,Yes,29,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,48.42,1377.45,1
CUST_01392,Female,0,No,No,21,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,64.68,1372.5,1
CUST_01393,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),68.09,768.88,1
CUST_01394,Female,1,No,No,39,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.59,4637.05,1
CUST_01395,Male,0,Yes,No,49,Yes,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Mailed check,46.47,2239.01,0
CUST_01396,Female,1,No,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),111.17,4219.23,1
CUST_01397,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.7,678.86,1
CUST_01398,Female,0,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),86.5,1554.42,1
CUST_01399,Male,0,No,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,50.54,1341.25,1
